Faction,Race,Class,Level,Count
Horde,Pandaren,Mage,21,14
Horde,Pandaren,Mage,22,19
Horde,Pandaren,Mage,23,20
Horde,Pandaren,Mage,24,15
Horde,Pandaren,Mage,25,10
Horde,Pandaren,Mage,26,16
Horde,Pandaren,Mage,27,13
Horde,Pandaren,Mage,28,13
Horde,Pandaren,Mage,29,7
Horde,Pandaren,Mage,30,12
Horde,Pandaren,Mage,31,11
Horde,Pandaren,Mage,32,9
Horde,Pandaren,Mage,33,8
Horde,Pandaren,Mage,34,11
Horde,Pandaren,Mage,35,11
Horde,Pandaren,Mage,36,5
Horde,Pandaren,Mage,37,9
Horde,Pandaren,Mage,38,4
Horde,Pandaren,Mage,39,8
Horde,Pandaren,Mage,40,15
Horde,Pandaren,Mage,41,9
Horde,Pandaren,Mage,42,11
Horde,Pandaren,Mage,43,11
Horde,Pandaren,Mage,44,12
Horde,Pandaren,Mage,45,10
Horde,Pandaren,Mage,46,9
Horde,Pandaren,Mage,47,6
Horde,Pandaren,Mage,48,5
Horde,Pandaren,Mage,49,7
Horde,Pandaren,Mage,50,11
Horde,Pandaren,Mage,51,7
Horde,Pandaren,Mage,52,6
Horde,Pandaren,Mage,53,6
Horde,Pandaren,Mage,54,8
Horde,Pandaren,Mage,55,7
Horde,Pandaren,Mage,56,4
Horde,Pandaren,Mage,57,9
Horde,Pandaren,Mage,58,4
Horde,Pandaren,Mage,59,2
Horde,Pandaren,Mage,60,6
Horde,Pandaren,Mage,61,7
Horde,Pandaren,Mage,62,8
Horde,Pandaren,Mage,63,4
Horde,Pandaren,Mage,64,7
Horde,Pandaren,Mage,65,2
Horde,Pandaren,Mage,66,4
Horde,Pandaren,Mage,67,7
Horde,Pandaren,Mage,68,4
Horde,Pandaren,Mage,69,5
Horde,Pandaren,Mage,70,13
Horde,Pandaren,Mage,71,4
Horde,Pandaren,Mage,72,4
Horde,Pandaren,Mage,73,4
Horde,Pandaren,Mage,74,4
Horde,Pandaren,Mage,75,1
Horde,Pandaren,Mage,76,5
Horde,Pandaren,Mage,77,12
Horde,Pandaren,Mage,78,4
Horde,Pandaren,Mage,79,6
Horde,Pandaren,Mage,80,15
Horde,Pandaren,Mage,81,15
Horde,Pandaren,Mage,82,7
Horde,Pandaren,Mage,83,9
Horde,Pandaren,Mage,84,12
Horde,Pandaren,Mage,85,46
Horde,Pandaren,Mage,86,32
Horde,Pandaren,Mage,87,20
Horde,Pandaren,Mage,88,26
Horde,Pandaren,Mage,89,18
Horde,Pandaren,Mage,90,552
Horde,Pandaren,Monk,11,78
Horde,Pandaren,Monk,12,484
Horde,Pandaren,Monk,13,260
Horde,Pandaren,Monk,14,180
Horde,Pandaren,Monk,15,200
Horde,Pandaren,Monk,16,129
Horde,Pandaren,Monk,17,145
Horde,Pandaren,Monk,18,137
Horde,Pandaren,Monk,19,150
Horde,Pandaren,Monk,20,181
Horde,Pandaren,Monk,21,135
Horde,Pandaren,Monk,22,138
Horde,Pandaren,Monk,23,148
Horde,Pandaren,Monk,24,129
Horde,Pandaren,Monk,25,143
Horde,Pandaren,Monk,26,143
Horde,Pandaren,Monk,27,144
Horde,Pandaren,Monk,28,128
Horde,Pandaren,Monk,29,101
Horde,Pandaren,Monk,30,143
Horde,Pandaren,Monk,31,112
Horde,Pandaren,Monk,32,112
Horde,Pandaren,Monk,33,106
Horde,Pandaren,Monk,34,113
Horde,Pandaren,Monk,35,136
Horde,Pandaren,Monk,36,125
Horde,Pandaren,Monk,37,120
Horde,Pandaren,Monk,38,101
Horde,Pandaren,Monk,39,101
Horde,Pandaren,Monk,40,172
Horde,Pandaren,Monk,41,124
Horde,Pandaren,Monk,42,156
Horde,Pandaren,Monk,43,121
Horde,Pandaren,Monk,44,147
Horde,Pandaren,Monk,45,142
Horde,Pandaren,Monk,46,124
Horde,Pandaren,Monk,47,109
Horde,Pandaren,Monk,48,116
Horde,Pandaren,Monk,49,118
Horde,Pandaren,Monk,50,106
Horde,Pandaren,Monk,51,108
Horde,Pandaren,Monk,52,115
Horde,Pandaren,Monk,53,136
Horde,Pandaren,Monk,54,129
Horde,Pandaren,Monk,55,110
Horde,Pandaren,Monk,56,120
Horde,Pandaren,Monk,57,96
Horde,Pandaren,Monk,58,81
Horde,Pandaren,Monk,59,81
Horde,Pandaren,Monk,60,114
Horde,Pandaren,Monk,61,111
Horde,Pandaren,Monk,62,111
Horde,Pandaren,Monk,63,117
Horde,Pandaren,Monk,64,113
Horde,Pandaren,Monk,65,129
Horde,Pandaren,Monk,66,129
Horde,Pandaren,Monk,67,147
Horde,Pandaren,Monk,68,132
Horde,Pandaren,Monk,69,117
Horde,Pandaren,Monk,70,133
Horde,Pandaren,Monk,71,99
Horde,Pandaren,Monk,72,101
Horde,Pandaren,Monk,73,81
Horde,Pandaren,Monk,74,103
Horde,Pandaren,Monk,75,88
Horde,Pandaren,Monk,76,101
Horde,Pandaren,Monk,77,113
Horde,Pandaren,Monk,78,95
Horde,Pandaren,Monk,79,85
Horde,Pandaren,Monk,80,147
Horde,Pandaren,Monk,81,139
Horde,Pandaren,Monk,82,125
Horde,Pandaren,Monk,83,163
Horde,Pandaren,Monk,84,161
Horde,Pandaren,Monk,85,301
Horde,Pandaren,Monk,86,283
Horde,Pandaren,Monk,87,308
Horde,Pandaren,Monk,88,246
Horde,Pandaren,Monk,89,220
Horde,Pandaren,Monk,90,5259
Horde,Pandaren,Priest,11,15
Horde,Pandaren,Priest,12,76
Horde,Pandaren,Priest,13,30
Horde,Pandaren,Priest,14,21
Horde,Pandaren,Priest,15,15
Horde,Pandaren,Priest,16,16
Horde,Pandaren,Priest,17,20
Horde,Pandaren,Priest,18,18
Horde,Pandaren,Priest,19,18
Horde,Pandaren,Priest,20,44
Horde,Pandaren,Priest,21,17
Horde,Pandaren,Priest,22,19
Horde,Pandaren,Priest,23,13
Horde,Pandaren,Priest,24,16
Horde,Pandaren,Priest,25,15
Horde,Pandaren,Priest,26,14
Horde,Pandaren,Priest,27,18
Horde,Pandaren,Priest,28,13
Horde,Pandaren,Priest,29,16
Horde,Pandaren,Priest,30,16
Horde,Pandaren,Priest,31,10
Horde,Pandaren,Priest,32,10
Horde,Pandaren,Priest,33,11
Horde,Pandaren,Priest,34,10
Horde,Pandaren,Priest,35,8
Horde,Pandaren,Priest,36,10
Horde,Pandaren,Priest,37,10
Horde,Pandaren,Priest,38,9
Horde,Pandaren,Priest,39,11
Horde,Pandaren,Priest,40,16
Horde,Pandaren,Priest,41,12
Horde,Pandaren,Priest,42,13
Horde,Pandaren,Priest,43,9
Horde,Pandaren,Priest,44,11
Horde,Pandaren,Priest,45,8
Horde,Pandaren,Priest,46,19
Horde,Pandaren,Priest,47,12
Horde,Pandaren,Priest,48,5
Horde,Pandaren,Priest,49,10
Horde,Pandaren,Priest,50,7
Horde,Pandaren,Priest,51,7
Horde,Pandaren,Priest,52,14
Horde,Pandaren,Priest,53,4
Horde,Pandaren,Priest,54,10
Horde,Pandaren,Priest,55,11
Horde,Pandaren,Priest,56,11
Horde,Pandaren,Priest,57,8
Horde,Pandaren,Priest,58,7
Horde,Pandaren,Priest,59,2
Horde,Pandaren,Priest,60,10
Horde,Pandaren,Priest,61,4
Horde,Pandaren,Priest,62,7
Horde,Pandaren,Priest,63,7
Horde,Pandaren,Priest,64,8
Horde,Pandaren,Priest,65,14
Horde,Pandaren,Priest,66,11
Horde,Pandaren,Priest,67,7
Horde,Pandaren,Priest,68,10
Horde,Pandaren,Priest,69,13
Horde,Pandaren,Priest,70,15
Horde,Pandaren,Priest,71,12
Horde,Pandaren,Priest,72,5
Horde,Pandaren,Priest,73,9
Horde,Pandaren,Priest,74,6
Horde,Pandaren,Priest,75,15
Horde,Pandaren,Priest,76,4
Horde,Pandaren,Priest,77,8
Horde,Pandaren,Priest,78,7
Horde,Pandaren,Priest,79,7
Horde,Pandaren,Priest,80,22
Horde,Pandaren,Priest,81,18
Horde,Pandaren,Priest,82,12
Horde,Pandaren,Priest,83,13
Horde,Pandaren,Priest,84,19
Horde,Pandaren,Priest,85,42
Horde,Pandaren,Priest,86,41
Horde,Pandaren,Priest,87,39
Horde,Pandaren,Priest,88,42
Horde,Pandaren,Priest,89,28
Horde,Pandaren,Priest,90,737
Horde,Pandaren,Rogue,11,8
Horde,Pandaren,Rogue,12,67
Horde,Pandaren,Rogue,13,36
Horde,Pandaren,Rogue,14,26
Horde,Pandaren,Rogue,15,30
Horde,Pandaren,Rogue,16,14
Horde,Pandaren,Rogue,17,20
Horde,Pandaren,Rogue,18,23
Horde,Pandaren,Rogue,19,19
Horde,Pandaren,Rogue,20,36
Horde,Pandaren,Rogue,21,11
Horde,Pandaren,Rogue,22,15
Horde,Pandaren,Rogue,23,15
Horde,Pandaren,Rogue,24,5
Horde,Pandaren,Rogue,25,17
Horde,Pandaren,Rogue,26,5
Horde,Pandaren,Rogue,27,6
Horde,Pandaren,Rogue,28,17
Horde,Pandaren,Rogue,29,10
Horde,Pandaren,Rogue,30,12
Horde,Pandaren,Rogue,31,9
Horde,Pandaren,Rogue,32,3
Horde,Pandaren,Rogue,33,5
Horde,Pandaren,Rogue,34,9
Horde,Pandaren,Rogue,35,6
Horde,Pandaren,Rogue,36,6
Horde,Pandaren,Rogue,37,3
Horde,Pandaren,Rogue,38,3
Horde,Pandaren,Rogue,39,11
Horde,Pandaren,Rogue,40,8
Horde,Pandaren,Rogue,41,5
Horde,Pandaren,Rogue,42,7
Horde,Pandaren,Rogue,43,10
Horde,Pandaren,Rogue,44,4
Horde,Pandaren,Rogue,45,5
Horde,Pandaren,Rogue,46,3
Horde,Pandaren,Rogue,47,8
Horde,Pandaren,Rogue,48,5
Horde,Pandaren,Rogue,49,5
Horde,Pandaren,Rogue,50,8
Horde,Pandaren,Rogue,51,8
Horde,Pandaren,Rogue,52,3
Horde,Pandaren,Rogue,53,6
Horde,Pandaren,Rogue,54,4
Horde,Pandaren,Rogue,55,6
Horde,Pandaren,Rogue,56,7
Horde,Pandaren,Rogue,57,3
Horde,Pandaren,Rogue,58,2
Horde,Pandaren,Rogue,59,3
Horde,Pandaren,Rogue,60,9
Horde,Pandaren,Rogue,61,2
Horde,Pandaren,Rogue,62,8
Horde,Pandaren,Rogue,63,1
Horde,Pandaren,Rogue,64,3
Horde,Pandaren,Rogue,65,2
Horde,Pandaren,Rogue,66,6
Horde,Pandaren,Rogue,67,5
Horde,Pandaren,Rogue,68,5
Horde,Pandaren,Rogue,69,4
Horde,Pandaren,Rogue,70,5
Horde,Pandaren,Rogue,71,4
Horde,Pandaren,Rogue,72,3
Horde,Pandaren,Rogue,73,1
Horde,Pandaren,Rogue,74,7
Horde,Pandaren,Rogue,75,5
Horde,Pandaren,Rogue,76,8
Horde,Pandaren,Rogue,77,2
Horde,Pandaren,Rogue,78,3
Horde,Pandaren,Rogue,79,3
Horde,Pandaren,Rogue,80,12
Horde,Pandaren,Rogue,81,7
Horde,Pandaren,Rogue,82,6
Horde,Pandaren,Rogue,83,11
Horde,Pandaren,Rogue,84,8
Horde,Pandaren,Rogue,85,24
Horde,Pandaren,Rogue,86,24
Horde,Pandaren,Rogue,87,24
Horde,Pandaren,Rogue,88,13
Horde,Pandaren,Rogue,89,13
Horde,Pandaren,Rogue,90,323
Horde,Pandaren,Shaman,11,26
Horde,Pandaren,Shaman,12,107
Horde,Pandaren,Shaman,13,45
Horde,Pandaren,Shaman,14,44
Horde,Pandaren,Shaman,15,35
Horde,Pandaren,Shaman,16,34
Horde,Pandaren,Shaman,17,25
Horde,Pandaren,Shaman,18,28
Horde,Pandaren,Shaman,19,30
Horde,Pandaren,Shaman,20,68
Horde,Pandaren,Shaman,21,32
Horde,Pandaren,Shaman,22,32
Horde,Pandaren,Shaman,23,27
Horde,Pandaren,Shaman,24,25
Horde,Pandaren,Shaman,25,19
Horde,Pandaren,Shaman,26,11
Horde,Pandaren,Shaman,27,21
Horde,Pandaren,Shaman,28,21
Horde,Pandaren,Shaman,29,19
Horde,Pandaren,Shaman,30,15
Horde,Pandaren,Shaman,31,19
Horde,Pandaren,Shaman,32,23
Horde,Pandaren,Shaman,33,16
Horde,Pandaren,Shaman,34,14
Horde,Pandaren,Shaman,35,20
Horde,Pandaren,Shaman,36,18
Horde,Pandaren,Shaman,37,19
Horde,Pandaren,Shaman,38,20
Horde,Pandaren,Shaman,39,14
Horde,Pandaren,Shaman,40,33
Horde,Pandaren,Shaman,41,16
Horde,Pandaren,Shaman,42,12
Horde,Pandaren,Shaman,43,10
Horde,Pandaren,Shaman,44,16
Horde,Pandaren,Shaman,45,26
Horde,Pandaren,Shaman,46,20
Horde,Pandaren,Shaman,47,12
Horde,Pandaren,Shaman,48,18
Horde,Pandaren,Shaman,49,12
Horde,Pandaren,Shaman,50,15
Horde,Pandaren,Shaman,51,12
Horde,Pandaren,Shaman,52,13
Horde,Pandaren,Shaman,53,16
Horde,Pandaren,Shaman,54,15
Horde,Pandaren,Shaman,55,13
Horde,Pandaren,Shaman,56,15
Horde,Pandaren,Shaman,57,10
Horde,Pandaren,Shaman,58,12
Horde,Pandaren,Shaman,59,5
Horde,Pandaren,Shaman,60,8
Horde,Pandaren,Shaman,61,14
Horde,Pandaren,Shaman,62,9
Horde,Pandaren,Shaman,63,9
Horde,Pandaren,Shaman,64,12
Horde,Pandaren,Shaman,65,12
Horde,Pandaren,Shaman,66,20
Horde,Pandaren,Shaman,67,15
Horde,Pandaren,Shaman,68,15
Horde,Pandaren,Shaman,69,8
Horde,Pandaren,Shaman,70,13
Horde,Pandaren,Shaman,71,10
Horde,Pandaren,Shaman,72,9
Horde,Pandaren,Shaman,73,3
Horde,Pandaren,Shaman,74,12
Horde,Pandaren,Shaman,75,10
Horde,Pandaren,Shaman,76,6
Horde,Pandaren,Shaman,77,6
Horde,Pandaren,Shaman,78,11
Horde,Pandaren,Shaman,79,15
Horde,Pandaren,Shaman,80,33
Horde,Pandaren,Shaman,81,16
Horde,Pandaren,Shaman,82,15
Horde,Pandaren,Shaman,83,12
Horde,Pandaren,Shaman,84,22
Horde,Pandaren,Shaman,85,61
Horde,Pandaren,Shaman,86,60
Horde,Pandaren,Shaman,87,54
Horde,Pandaren,Shaman,88,72
Horde,Pandaren,Shaman,89,50
Horde,Pandaren,Shaman,90,1283
Horde,Pandaren,Warrior,11,12
Horde,Pandaren,Warrior,12,113
Horde,Pandaren,Warrior,13,51
Horde,Pandaren,Warrior,14,41
Horde,Pandaren,Warrior,15,32
Horde,Pandaren,Warrior,16,31
Horde,Pandaren,Warrior,17,29
Horde,Pandaren,Warrior,18,34
Horde,Pandaren,Warrior,19,26
Horde,Pandaren,Warrior,20,55
Horde,Pandaren,Warrior,21,15
Horde,Pandaren,Warrior,22,26
Horde,Pandaren,Warrior,23,26
Horde,Pandaren,Warrior,24,14
Horde,Pandaren,Warrior,25,17
Horde,Pandaren,Warrior,26,20
Horde,Pandaren,Warrior,27,9
Horde,Pandaren,Warrior,28,18
Horde,Pandaren,Warrior,29,20
Horde,Pandaren,Warrior,30,16
Horde,Pandaren,Warrior,31,23
Horde,Pandaren,Warrior,32,14
Horde,Pandaren,Warrior,33,11
Horde,Pandaren,Warrior,34,15
Horde,Pandaren,Warrior,35,9
Horde,Pandaren,Warrior,36,10
Horde,Pandaren,Warrior,37,11
Horde,Pandaren,Warrior,38,15
Horde,Pandaren,Warrior,39,15
Horde,Pandaren,Warrior,40,17
Horde,Pandaren,Warrior,41,20
Horde,Pandaren,Warrior,42,14
Horde,Pandaren,Warrior,43,25
Horde,Pandaren,Warrior,44,15
Horde,Pandaren,Warrior,45,13
Horde,Pandaren,Warrior,46,17
Horde,Pandaren,Warrior,47,12
Horde,Pandaren,Warrior,48,4
Horde,Pandaren,Warrior,49,12
Horde,Pandaren,Warrior,50,7
Horde,Pandaren,Warrior,51,5
Horde,Pandaren,Warrior,52,13
Horde,Pandaren,Warrior,53,11
Horde,Pandaren,Warrior,54,13
Horde,Pandaren,Warrior,55,13
Horde,Pandaren,Warrior,56,9
Horde,Pandaren,Warrior,57,8
Horde,Pandaren,Warrior,58,13
Horde,Pandaren,Warrior,59,9
Horde,Pandaren,Warrior,60,17
Horde,Pandaren,Warrior,61,8
Horde,Pandaren,Warrior,62,13
Horde,Pandaren,Warrior,63,17
Horde,Pandaren,Warrior,64,7
Horde,Pandaren,Warrior,65,11
Horde,Pandaren,Warrior,66,13
Horde,Pandaren,Warrior,67,11
Horde,Pandaren,Warrior,68,12
Horde,Pandaren,Warrior,69,9
Horde,Pandaren,Warrior,70,19
Horde,Pandaren,Warrior,71,9
Horde,Pandaren,Warrior,72,4
Horde,Pandaren,Warrior,73,8
Horde,Pandaren,Warrior,74,3
Horde,Pandaren,Warrior,75,12
Horde,Pandaren,Warrior,76,12
Horde,Pandaren,Warrior,77,3
Horde,Pandaren,Warrior,78,15
Horde,Pandaren,Warrior,79,3
Horde,Pandaren,Warrior,80,30
Horde,Pandaren,Warrior,81,17
Horde,Pandaren,Warrior,82,12
Horde,Pandaren,Warrior,83,19
Horde,Pandaren,Warrior,84,11
Horde,Pandaren,Warrior,85,49
Horde,Pandaren,Warrior,86,32
Horde,Pandaren,Warrior,87,30
Horde,Pandaren,Warrior,88,37
Horde,Pandaren,Warrior,89,34
Horde,Pandaren,Warrior,90,820
Horde,Tauren,Death Knight,55,64
Horde,Tauren,Death Knight,56,39
Horde,Tauren,Death Knight,57,30
Horde,Tauren,Death Knight,58,99
Horde,Tauren,Death Knight,59,47
Horde,Tauren,Death Knight,60,65
Horde,Tauren,Death Knight,61,45
Horde,Tauren,Death Knight,62,40
Horde,Tauren,Death Knight,63,35
Horde,Tauren,Death Knight,64,17
Horde,Tauren,Death Knight,65,33
Horde,Tauren,Death Knight,66,24
Horde,Tauren,Death Knight,67,24
Horde,Tauren,Death Knight,68,20
Horde,Tauren,Death Knight,69,17
Horde,Tauren,Death Knight,70,33
Horde,Tauren,Death Knight,71,16
Horde,Tauren,Death Knight,72,17
Horde,Tauren,Death Knight,73,24
Horde,Tauren,Death Knight,74,12
Horde,Tauren,Death Knight,75,23
Horde,Tauren,Death Knight,76,16
Horde,Tauren,Death Knight,77,16
Horde,Tauren,Death Knight,78,18
Horde,Tauren,Death Knight,79,19
Horde,Tauren,Death Knight,80,52
Horde,Tauren,Death Knight,81,32
Horde,Tauren,Death Knight,82,29
Horde,Tauren,Death Knight,83,36
Horde,Tauren,Death Knight,84,44
Horde,Tauren,Death Knight,85,376
Horde,Tauren,Death Knight,86,180
Horde,Tauren,Death Knight,87,149
Horde,Tauren,Death Knight,88,139
Horde,Tauren,Death Knight,89,129
Horde,Tauren,Death Knight,90,2053
Horde,Tauren,Druid,11,111
Horde,Tauren,Druid,12,70
Horde,Tauren,Druid,13,71
Horde,Tauren,Druid,14,64
Horde,Tauren,Druid,15,51
Horde,Tauren,Druid,16,37
Horde,Tauren,Druid,17,54
Horde,Tauren,Druid,18,57
Horde,Tauren,Druid,19,71
Horde,Tauren,Druid,20,136
Horde,Tauren,Druid,21,61
Horde,Tauren,Druid,22,65
Horde,Tauren,Druid,23,58
Horde,Tauren,Druid,24,63
Horde,Tauren,Druid,25,51
Horde,Tauren,Druid,26,68
Horde,Tauren,Druid,27,40
Horde,Tauren,Druid,28,36
Horde,Tauren,Druid,29,35
Horde,Tauren,Druid,30,33
Horde,Tauren,Druid,31,41
Horde,Tauren,Druid,32,34
Horde,Tauren,Druid,33,39
Horde,Tauren,Druid,34,43
Horde,Tauren,Druid,35,36
Horde,Tauren,Druid,36,29
Horde,Tauren,Druid,37,34
Horde,Tauren,Druid,38,37
Horde,Tauren,Druid,39,23
Horde,Tauren,Druid,40,56
Horde,Tauren,Druid,41,46
Horde,Tauren,Druid,42,36
Horde,Tauren,Druid,43,50
Horde,Tauren,Druid,44,37
Horde,Tauren,Druid,45,39
Horde,Tauren,Druid,46,32
Horde,Tauren,Druid,47,36
Horde,Tauren,Druid,48,36
Horde,Tauren,Druid,49,37
Horde,Tauren,Druid,50,38
Horde,Tauren,Druid,51,32
Horde,Tauren,Druid,52,38
Horde,Tauren,Druid,53,44
Horde,Tauren,Druid,54,32
Horde,Tauren,Druid,55,53
Horde,Tauren,Druid,56,26
Horde,Tauren,Druid,57,28
Horde,Tauren,Druid,58,27
Horde,Tauren,Druid,59,31
Horde,Tauren,Druid,60,49
Horde,Tauren,Druid,61,49
Horde,Tauren,Druid,62,39
Horde,Tauren,Druid,63,35
Horde,Tauren,Druid,64,49
Horde,Tauren,Druid,65,45
Horde,Tauren,Druid,66,50
Horde,Tauren,Druid,67,44
Horde,Tauren,Druid,68,55
Horde,Tauren,Druid,69,33
Horde,Tauren,Druid,70,75
Horde,Tauren,Druid,71,34
Horde,Tauren,Druid,72,46
Horde,Tauren,Druid,73,41
Horde,Tauren,Druid,74,37
Horde,Tauren,Druid,75,41
Horde,Tauren,Druid,76,44
Horde,Tauren,Druid,77,45
Horde,Tauren,Druid,78,55
Horde,Tauren,Druid,79,45
Horde,Tauren,Druid,80,222
Horde,Tauren,Druid,81,124
Horde,Tauren,Druid,82,114
Horde,Tauren,Druid,83,116
Horde,Tauren,Druid,84,134
Horde,Tauren,Druid,85,1410
Horde,Tauren,Druid,86,775
Horde,Tauren,Druid,87,698
Horde,Tauren,Druid,88,568
Horde,Tauren,Druid,89,517
Horde,Tauren,Druid,90,9787
Horde,Tauren,Hunter,11,35
Horde,Tauren,Hunter,12,18
Horde,Tauren,Hunter,13,21
Horde,Tauren,Hunter,14,25
Horde,Tauren,Hunter,15,16
Horde,Tauren,Hunter,16,6
Horde,Tauren,Hunter,17,7
Horde,Tauren,Hunter,18,15
Horde,Tauren,Hunter,19,16
Horde,Tauren,Hunter,20,26
Horde,Tauren,Hunter,21,11
Horde,Tauren,Hunter,22,9
Horde,Tauren,Hunter,23,12
Horde,Tauren,Hunter,24,17
Horde,Tauren,Hunter,25,11
Horde,Tauren,Hunter,26,10
Horde,Tauren,Hunter,27,13
Horde,Tauren,Hunter,28,5
Horde,Tauren,Hunter,29,6
Horde,Tauren,Hunter,30,14
Horde,Tauren,Hunter,31,3
Horde,Tauren,Hunter,32,8
Horde,Tauren,Hunter,33,9
Horde,Tauren,Hunter,34,3
Horde,Tauren,Hunter,35,7
Horde,Tauren,Hunter,36,6
Horde,Tauren,Hunter,37,9
Horde,Tauren,Hunter,38,8
Horde,Tauren,Hunter,39,9
Horde,Tauren,Hunter,40,9
Horde,Tauren,Hunter,41,4
Horde,Tauren,Hunter,42,8
Horde,Tauren,Hunter,43,10
Horde,Tauren,Hunter,44,9
Horde,Tauren,Hunter,45,7
Horde,Tauren,Hunter,46,6
Horde,Tauren,Hunter,47,3
Horde,Tauren,Hunter,48,6
Horde,Tauren,Hunter,49,4
Horde,Tauren,Hunter,50,10
Horde,Tauren,Hunter,51,5
Horde,Tauren,Hunter,52,5
Horde,Tauren,Hunter,53,9
Horde,Tauren,Hunter,54,3
Horde,Tauren,Hunter,55,5
Horde,Tauren,Hunter,56,2
Horde,Tauren,Hunter,57,6
Horde,Tauren,Hunter,58,4
Horde,Tauren,Hunter,59,8
Horde,Tauren,Hunter,60,9
Horde,Tauren,Hunter,61,6
Horde,Tauren,Hunter,62,7
Horde,Tauren,Hunter,63,6
Horde,Tauren,Hunter,64,4
Horde,Tauren,Hunter,65,12
Horde,Tauren,Hunter,66,7
Horde,Tauren,Hunter,67,12
Horde,Tauren,Hunter,68,8
Horde,Tauren,Hunter,69,4
Horde,Tauren,Hunter,70,17
Horde,Tauren,Hunter,71,12
Horde,Tauren,Hunter,72,5
Horde,Tauren,Hunter,73,12
Horde,Tauren,Hunter,74,8
Horde,Tauren,Hunter,75,6
Horde,Tauren,Hunter,76,7
Horde,Tauren,Hunter,77,10
Horde,Tauren,Hunter,78,11
Horde,Tauren,Hunter,79,3
Horde,Tauren,Hunter,80,44
Horde,Tauren,Hunter,81,14
Horde,Tauren,Hunter,82,24
Horde,Tauren,Hunter,83,22
Horde,Tauren,Hunter,84,26
Horde,Tauren,Hunter,85,187
Horde,Tauren,Hunter,86,95
Horde,Tauren,Hunter,87,106
Horde,Tauren,Hunter,88,86
Horde,Tauren,Hunter,89,80
Horde,Tauren,Hunter,90,1225
Horde,Tauren,Monk,11,18
Horde,Tauren,Monk,12,12
Horde,Tauren,Monk,13,14
Horde,Tauren,Monk,14,8
Horde,Tauren,Monk,15,11
Horde,Tauren,Monk,16,7
Horde,Tauren,Monk,17,14
Horde,Tauren,Monk,18,4
Horde,Tauren,Monk,19,9
Horde,Tauren,Monk,20,7
Horde,Tauren,Monk,21,8
Horde,Tauren,Monk,22,5
Horde,Tauren,Monk,23,9
Horde,Tauren,Monk,24,12
Horde,Tauren,Monk,25,6
Horde,Tauren,Monk,26,3
Horde,Tauren,Monk,27,9
Horde,Tauren,Monk,28,10
Horde,Tauren,Monk,29,4
Horde,Tauren,Monk,30,6
Horde,Tauren,Monk,31,5
Horde,Tauren,Monk,32,4
Horde,Tauren,Monk,33,5
Horde,Tauren,Monk,34,5
Horde,Tauren,Monk,35,2
Horde,Tauren,Monk,36,4
Horde,Tauren,Monk,37,4
Horde,Tauren,Monk,38,5
Horde,Tauren,Monk,39,5
Horde,Tauren,Monk,40,6
Horde,Tauren,Monk,41,7
Horde,Tauren,Monk,42,5
Horde,Tauren,Monk,43,7
Horde,Tauren,Monk,44,6
Horde,Tauren,Monk,45,4
Horde,Tauren,Monk,46,9
Horde,Tauren,Monk,47,2
Horde,Tauren,Monk,48,5
Horde,Tauren,Monk,49,3
Horde,Tauren,Monk,50,4
Horde,Tauren,Monk,51,5
Horde,Tauren,Monk,52,2
Horde,Tauren,Monk,53,4
Horde,Tauren,Monk,54,4
Horde,Tauren,Monk,55,6
Horde,Tauren,Monk,56,6
Horde,Tauren,Monk,57,5
Horde,Tauren,Monk,58,5
Horde,Tauren,Monk,60,3
Horde,Tauren,Monk,61,2
Horde,Tauren,Monk,62,3
Horde,Tauren,Monk,63,6
Horde,Tauren,Monk,64,6
Horde,Tauren,Monk,65,3
Horde,Tauren,Monk,66,4
Horde,Tauren,Monk,67,4
Horde,Tauren,Monk,68,6
Horde,Tauren,Monk,69,7
Horde,Tauren,Monk,70,6
Horde,Tauren,Monk,71,2
Horde,Tauren,Monk,72,4
Horde,Tauren,Monk,73,2
Horde,Tauren,Monk,74,3
Horde,Tauren,Monk,75,5
Horde,Tauren,Monk,76,3
Horde,Tauren,Monk,77,3
Horde,Tauren,Monk,78,5
Horde,Tauren,Monk,79,3
Horde,Tauren,Monk,80,7
Horde,Tauren,Monk,81,7
Horde,Tauren,Monk,82,5
Horde,Tauren,Monk,83,4
Horde,Tauren,Monk,84,5
Horde,Tauren,Monk,85,8
Horde,Tauren,Monk,86,12
Horde,Tauren,Monk,87,9
Horde,Tauren,Monk,88,4
Horde,Tauren,Monk,89,6
Horde,Tauren,Monk,90,154
Horde,Tauren,Paladin,11,64
Horde,Tauren,Paladin,12,48
Horde,Tauren,Paladin,13,36
Horde,Tauren,Paladin,14,40
Horde,Tauren,Paladin,15,35
Horde,Tauren,Paladin,16,29
Horde,Tauren,Paladin,17,29
Horde,Tauren,Paladin,18,38
Horde,Tauren,Paladin,19,32
Horde,Tauren,Paladin,20,114
Horde,Tauren,Paladin,21,34
Horde,Tauren,Paladin,22,33
Horde,Tauren,Paladin,23,36
Horde,Tauren,Paladin,24,39
Horde,Tauren,Paladin,25,33
Horde,Tauren,Paladin,26,29
Horde,Tauren,Paladin,27,29
Horde,Tauren,Paladin,28,20
Horde,Tauren,Paladin,29,22
Horde,Tauren,Paladin,30,32
Horde,Tauren,Paladin,31,44
Horde,Tauren,Paladin,32,33
Horde,Tauren,Paladin,33,25
Horde,Tauren,Paladin,34,21
Horde,Tauren,Paladin,35,34
